Address,Area,Longitude,Latitude,Living area (m2),Rooms,Floor,Rent,Sold date,Listed price,Sold for (SEK),LongitudeXLatitude
Villagatan 9,Östermalm,18.07305224,59.34253972,132,4,2,3629,2017-06-01,15850000,15850000,1072.50082041383
Grafikvägen 25,Enskede-Årsta-Vantör,18.0768302,59.2969718,80,4,0.5,3564,2017-06-01,3900000,4400000,1071.90129060279
Heleneborgsgatan 30B,Södermalm,18.03732371,59.31933046,45,1,0,1745,2017-06-01,3490000,4115000,1069.96196576748
Karlavägen 20,Östermalm,18.06803057,59.3426491,46,2,2,618,2017-06-01,3950000,4950000,1072.20479804358
Folkungagatan 114,Södermalm,18.08504105,59.31542754,64,3,5,2740,2017-06-01,4875000,6100000,1072.7219419592
Wargentinsgatan 5D,Kungsholmen,18.04044,59.33229,40,2,5,2177,2017-06-01,3750000,4200000,1070.3806178076
Ulriksborgsgatan 9,Kungsholmen,18.01748,59.33453,75,3,14,4173,2017-06-01,5850000,6050000,1069.0587075844
Forsskålsgatan 14,Hammarbyhöjden,18.08922,59.29941,41,2,1,3101,2017-06-01,0,2850000,1072.6800733602
Nynäsvägen 325,Skarpnäcks stadsdelsområde,18.09028602,59.28441107,42,1,2,1937,2017-06-01,2150000,2665000,1072.47195278355
Primusgatan 86,Essingeöarna,18.00405979,59.32239109,63,2,5,3479,2017-06-01,4795000,5250000,1068.04387607012
Repslagargatan 27,Södermalm,18.0714047,59.31577247,71,3,3,2762,2017-06-01,4950000,5700000,1071.91932939849
Kungssätravägen 25B,Sätra,17.91998863,59.28609602,56.1,2,4,4476,2017-06-01,2050000,2225000,1062.40616659549
Nynäsvägen 337,Enskede,18.09102774,59.28327382,43,2,1,2325,2017-06-01,2195000,2900000,1072.49535119564
Ringvägen 33,Södermalm,18.05343607,59.31356597,52,2,4,2680,2017-06-01,3475000,4035000,1070.81367132312
Vårbergsvägen 185,Vårberg,17.88531303,59.27921273,68,2,3,3942,2017-06-01,1895000,1970000,1060.22727584801
Karlskogagatan 12,Farsta,18.08348536,59.24539538,65,2,0,3974,2017-06-01,2095000,2450000,1071.36324000164
Skebokvarnsvägen 366,Högdalen,18.0397915,59.262002,80,3,7,5455,2017-06-01,2495000,2800000,1069.07415995258
Åsögatan 181,Södermalm,18.08945804,59.31473613,22,1,4,983,2017-06-01,2150000,2900000,1072.97143037731
Bäckvägen 48,Midsommarkransen,17.99970087,59.30360486,61,3,3,3204,2017-06-01,2995000,3645000,1067.44714799268
Grevgatan 70,Östermalm,18.08842589,59.33883319,85,3,0,4579,2017-06-01,7250000,7250000,1073.34608655639
Årstavägen 31,Årsta,18.0588,59.2934,52,2,5,2481,2017-06-01,2675000,2850000,1070.76765192
Kungsklippan 11,Kungsholmen,18.04711,59.33003,25,1,6,2359,2017-06-01,2350000,3280000,1070.7355777133
Polhemsgatan 11,Kungsholmen,18.03565621,59.3291726,34,1,1,1712,2017-06-01,2750000,3075000,1070.04056023735
Nickelgränd 1,Grimsta,17.87677288,59.35461175,97,4,0,4315,2017-06-01,3195000,3680000,1061.06891363533
Kammakargatan 50,Centrum,18.05550456,59.33752312,38,2,3,2339,2017-06-01,3350000,4050000,1071.36891927227
Borgarfjordsgatan 21A,Kista,17.94174291,59.40503992,98,4,2,5082,2017-06-01,3495000,3510000,1065.82995380293
Simrishamnsvägen 5,Skarpnäcks stadsdelsområde,18.11999226,59.28896922,70,3,3,3104,2017-06-01,3800000,4150000,1074.31566336978
Ejdervägen 64,Farsta,18.06034601,59.25002761,121,5,0,5114,2017-06-01,3195000,3195000,1070.07599973865
Ågesta Broväg 77,Farsta,18.1006,59.2384,98,4,3,6084,2017-06-01,3795000,4000000,1072.25058304
Burspråksvägen 2,Johanneshov,18.0858,59.2949,45,2,1,2660,2017-06-01,2250000,2720000,1072.39570242
Vävstolsvägen 5,Bromma,17.93474078,59.34142407,41,2,1,2556,2017-06-01,2095000,2520000,1064.2730582115
Tellusborgsvägen 68,Telefonplan,18.00419927,59.30135376,45,2,3,2444,2017-06-01,2795000,3400000,1067.6733900758
Västmannagatan 87B,Vasastan,18.04350972,59.34514405,53,2,2,1930,2017-06-01,4750000,5050000,1070.79468350098
Torphagsvägen 4,Östermalm Ekhagen,18.05389524,59.37151141,25,1,0,1144,2017-06-01,1750000,2210000,1071.8870472366
Nickelgränd 1,Grimsta,17.87677288,59.35461175,97,4,0,4315,2017-06-01,3195000,3680000,1061.06891363533
Sigtunagatan 8,Vasastan,18.0418,59.3415,85,3,4,3436,2017-06-01,8950000,9800000,1070.6274747
Kvarnbacksvägen 85,Bromma Riksby,17.94732571,59.3410794,73,3.5,3,3528,2017-06-01,3295000,3825000,1065.01367997477
Furusundsgatan 12,Gärdet,18.09758647,59.34692774,102,4,0.5,3711,2017-06-01,8490000,10200000,1074.03615650349
Kapellgränd 6C,Södermalm Mosebacke,18.07389471,59.31625262,50,2,2,2194,2017-06-01,4195000,5125000,1072.07570444564
Bondegatan 64B,Södermalm,18.08646537,59.31355586,44,2,0,2644,2017-06-01,3500000,4350000,1072.77257403345
Vikstensvägen 48,Skarpnäcks stadsdelsområde,18.12087543,59.2821138,71,3,3,4027,2017-06-01,3250000,3590000,1074.24379939688
Kungsholms Strand 103,Kungsholmen,18.0404,59.3356,91,4,3,5633,2017-06-01,7795000,8000000,1070.43795824
Högalidsgatan 34B,Södermalm Hornstull,18.03810239,59.31830182,41,2,2,1609,2017-06-01,3750000,3575000,1069.98960183008
Fyrvaktarkroken 48,Blåsut,18.09350241,59.29075736,62,2,6,3554,2017-06-01,3295000,3550000,1072.77746118389
Kommendörsgatan 24,Östermalm,18.0820772,59.3380843,82,3,4,2678,2017-06-01,9950000,9600000,1072.95582121271
Bondegatan 13,Södermalm,18.07909882,59.31295745,40,2,4,2528,2017-06-01,3250000,4050000,1072.32481904501
P O Hallmans gata 3,Kungsholmen,18.03981052,59.33525966,69,3,2,4082,2017-06-01,4995000,5600000,1070.3968414214
Karen Blixens gata 13,Bromma,17.87352814,59.34627337,85,3,5,4523,2017-06-01,3875000,3900000,1060.72728708283
Frejgatan 20,Vasastan,18.05727482,59.347529,92,3,4,4421,2017-06-01,8000000,9625000,1071.65464104092
Åsögatan 127,Södermalm,18.07807803,59.31359883,146,5,5,5691,2017-06-01,15900000,18100000,1072.27586788886
Kärrtorpsvägen 91,Kärrtorp,18.11424409,59.28288397,27,1,2,1995,2017-06-01,1950000,2330000,1073.86463059173
Blodboksgränd 29,Hässelby,17.80815817,59.39097722,142,5,0,4990,2017-06-01,4650000,4650000,1057.64391620463
David Bagares gata 26A,Norrmalm,18.06578002,59.33720244,102,4,1,3817,2017-06-01,8600000,8800000,1071.97284628325
Fjällgatan 20,Södermalm Sofia,18.0847621,59.31732185,89,3,1,5182,2017-06-01,7995000,9050000,1072.73965406638
Helgumsvägen 4,Vällingby Råcksta,17.88705111,59.35618671,84,3,2,4426,2017-06-01,2795000,3100000,1061.70714537647
Sandhamnsgatan 59,Gärdet,18.11160024,59.34159739,87,3,0,4713,2017-06-01,6450000,6475000,1074.77128953071
Petrejusvägen 4,Hammarbyhöjden,18.09302545,59.29733646,45,2,3,2896,2017-06-01,2495000,3300000,1072.86821768799
Rutger Fuchsgatan 4,Södermalm,18.07850718,59.30741113,49,2,0,2101,2017-06-01,3500000,4000000,1072.18945794092
Sköntorpsvägen 107,Årsta,18.0518,59.3006,67,3,1,3908,2017-06-01,3295000,3720000,1070.48257108
Gullmarsvägen 59,Årsta,18.06767106,59.29997345,71,3,3,4306,2017-06-01,3975000,4450000,1071.41241416133
Byggmästarvägen 25,Bromma Abrahamsberg,17.95216441,59.33234123,48,2,1,3334,2017-06-01,2395000,2700000,1065.14394459118
Nybrogatan 85,Östermalm,18.08269556,59.34179067,62,2.5,4,1871,2017-06-01,5950000,6120000,1073.05953467086
Skåpvägen 7,Farsta stadsdelsområde,18.07848573,59.26458661,57,2,0,2932,2017-06-01,2250000,2930000,1071.41398332323
Skäftingebacken 20,Spånga,17.90175332,59.39659205,64,2,2,4328,2017-06-01,1495000,1700000,1063.30313892777
Sjöbjörnsvägen 16,Gröndal,18.01104004,59.31738605,58,2.5,0,3650,2017-06-01,3195000,3800000,1068.36781521469
Kvarnbacksvägen 85,Bromma Riksby,17.94732571,59.3410794,73,3.5,3,3528,2017-06-01,3295000,3825000,1065.01367997477
Ymsenvägen 14,Årsta,18.06884,59.29732,55,2,6,2530,2017-06-01,2775000,3250000,1071.4337875088
Doktor Abelins gata 4,Södermalm,18.05447,59.31609,43,2,0,2333,2017-06-01,3350000,4200000,1070.9205674223
Kungsbro Strand 21,Kungsholmen,18.03735355,59.33600758,38.5,2,0.5,2699,2017-06-01,3195000,3700000,1070.26454696594
Kirunagatan 32,Vällingby,17.86476135,59.36535645,56,2,1,2832,2017-06-01,1995000,2450000,1060.54792543693
Långsjövägen 166C,Älvsjö,17.97054291,59.26937866,91,4,1,6507,2017-06-01,2795000,3100000,1065.10291245857
Erstagatan 23,Södermalm,18.0904343,59.3138539,41.8,1.5,3,2335,2017-06-01,2995000,4100000,1073.01337705775
Vikingagatan 14C,Birkastan,18.03329587,59.34070738,42,2,4,1547,2017-06-01,3995000,4900000,1070.10853331863
Pontonjärgatan 30,Kungsholmen,18.02989483,59.32959948,56,2,0,2135,2017-06-01,1295000,1750000,1069.70643893042
Gästrikegatan 5A,Vasastan,18.03958297,59.34078397,35,2,2,905,2017-06-01,3150000,4075000,1070.48299593166
Svartviksslingan 43,Minneberg,17.99061047,59.33990243,68.5,3,3,3898,2017-06-01,3795000,4480000,1067.56106994594
Beckomberga Ängsväg 22,Beckomberga,17.89868116,59.35695229,80,3,0,4240,2017-06-01,3520000,3600000,1062.41116366804
Svartviksslingan 102,Minneberg,17.98959732,59.3391317,59.5,2,6,3668,2017-06-01,3495000,3650000,1067.48708460145
Olaus Magnus väg 23,Hammarbyhöjden,18.09118833,59.29801401,43,2,2,3096,2017-06-01,2295000,2830000,1072.77153904989
Love Almqvists väg 4B,Kungsholmen Kristineberg,18.00213,59.33442,51,2,3,3969,2017-06-01,3395000,3725000,1068.1459423146
Alpvägen 21,Bromma,17.95636173,59.36185705,99,4,3,5508,2017-06-01,4650000,4650000,1065.92297815435
Birkagatan 14,Vasastan,18.03483926,59.34013091,63,3,2,1502,2017-06-01,5750000,6850000,1070.18972262921
Mariehällsvägen 16,Mariehäll,17.95808276,59.35999055,78.5,3,2,5321,2017-06-01,3695000,4000000,1065.99162292972
Glavagatan 23,Farsta Strand,18.10044278,59.23530892,86,4,4,5297,2017-06-01,2695000,2710000,1072.18531966208
Markvardsgatan 6,Vasastan,18.0593369,59.34398583,72,2,4,2703,2017-06-01,6995000,7125000,1071.7130330928
Kronobergsgatan 7,Kungsholmen,18.03292036,59.33154773,56,2,0.5,2508,2017-06-01,3995000,4500000,1069.92107505063
Harpsundsvägen 78,Bandhagen,18.04793,59.26484,59,2,0,3482,2017-06-01,2195000,2900000,1069.6076837812
Liljeholmstorget 96,Hägersten-Liljeholmen,18.02297473,59.31036274,78,3,4,2412,2017-06-01,5995000,5775000,1068.94916889015
Gröndalshamnen 3,Hägersten-Liljeholmen,18.0143,59.3169,44,1.5,1,1517,2017-06-01,3095000,3500000,1068.55243167
Gondolgatan 2,Skarpnäck,18.1352,59.2676,110,5,0,5831,2017-06-01,3695000,3760000,1074.82977952
Fyrskeppsvägen 81,Kärrtorp,18.1116,59.28765,72,3.5,2,4646,2017-06-01,3295000,3860000,1073.79420174
Heleneborgsgatan 36B,Södermalm,18.03638,59.31946,46,2,0,2926,2017-06-01,3295000,4260000,1069.9083219548
Götaforsvägen 13,Stureby,18.05661,59.27093,55,2,3,3408,2017-06-01,2395000,3180000,1070.2320673473
Glanshammarsgatan 89,Hagsätra,18.00538322,59.2629834,58,2,2,2846,2017-06-01,1795000,2590000,1067.0527268775
Marmorgatan 11,Södermalm,18.05342317,59.31066939,28,1,13,2094,2017-06-01,2175000,2830000,1070.76061299364
Hornsgatan 113,Södermalm,18.0402096,59.31591019,68,2,4,3152,2017-06-01,4250000,4700000,1070.07145244238
Odengatan 86,Vasastan,18.04315754,59.34111176,46,2,1,1423,2017-06-01,3995000,4300000,1070.70102808443
Sigtunagatan 16,Vasastan,18.04120302,59.34206415,68,2,4,2390,2017-06-01,5150000,5500000,1070.60222695601
Kungsgatan 73,Kungsholmen,18.04874539,59.33146017,68,2.5,1,3296,2017-05-31,4950000,6250000,1070.85841822526
Levertinsgatan 3,Kristineberg,17.9989204,59.3341326,66,3,3,4402,2017-05-31,4390000,4425000,1067.95032967045
Sandalmakarbacken 11,Hägersten,18.0138,59.2839,104,4,2,4073,2017-05-31,3495000,3700000,1067.92831782
Lidnersgatan 5,Kungsholmen,18.00027251,59.33500067,81,3,1,4120,2017-05-31,5250000,6100000,1068.04618144103
Ringvägen 9A,Södermalm,18.05085897,59.31884927,84,4,4,2765,2017-05-31,6350000,6800000,1070.75618243546
Nybohovsbacken 65,Liljeholmen,18.01572617,59.30838975,59,2,9,1950,2017-05-31,3195000,3875000,1068.48370931963
Folkskolegatan 12,Södermalm,18.02970226,59.31721244,19,1,5,1734,2017-05-31,2150000,2600000,1069.47167918637
Kristinebergsvägen 1,Kungsholmen,18.01572047,59.33347021,41,2,0,2190,2017-05-31,2995000,3650000,1068.93521381843
Sankt Eriksgatan 82,Vasastan,18.0373621,59.34029158,41,2,4,1421,2017-05-31,3275000,4420000,1070.34232634804
Primusgatan 96,Lilla Essingen,18.0046,59.3225,86.5,3,6,4376,2017-05-31,7600000,8600000,1068.0778835
Karlsborgsvägen 13,Hammarbyhöjden,18.1145141,59.29671749,41,2,2,2713,2017-05-31,2200000,3020000,1074.13122505632
Tellusborgsvägen 102,Telefonplan,18.00070167,59.29707571,39.5,1,4,2128,2017-05-31,2550000,3225000,1067.38896975911
Blåsutvägen 33,Entréplan,18.09050831,59.29139362,91,4,0,3827,2017-05-31,4500000,4500000,1072.61144899409
Skeppargatan 29A,Östermalm,18.08313611,59.33473425,61,2,0,2501,2017-05-31,5975000,6250000,1072.95807549343
Björketorpsvägen 11,Bromma Norra Ängby,17.88937926,59.35547033,28,1,2,1850,2017-05-31,1650000,2060000,1061.83251988905
Heleneborgsgatan 38,Södermalm Högalid,18.03605318,59.31948157,51,2,2,1389,2017-05-31,4970000,4970000,1069.88932420655
Ingemarsgatan 3A,Vasastan,18.05843308,59.34946845,48,1,0,2425,2017-05-31,3795000,3850000,1071.7584043379
Harpsundsvägen 129,Enskede-Årsta-Vantör,18.04426325,59.26082491,78,4,0,3663,2017-05-31,2495000,2720000,1069.3179250882
Falköpingsvägen 5,Hammarbyhöjden,18.10506105,59.29319158,42,2,1,2655,2017-05-31,2395000,2760000,1073.50685340525
Birger Jarlsgatan 116,Vasastan,18.0601716,59.34857373,57.2,2,1,950,2017-05-31,4400000,4500000,1071.84542577905
Grenljusbacken 26,Gröndal,18.01058292,59.31366453,87,3,8,4076,2017-05-31,4950000,5550000,1068.27367330663
Styrmansgatan 49,Östermalm,18.08775782,59.33612614,59,2,0,3651,2017-05-31,5950000,5950000,1073.25747959729
Katarina Bangata 42A,Södermalm,18.08094263,59.31097604,29,1,1,1153,2017-05-31,2595000,3310000,1072.39835510854
Kata Dalströms gata 7,Fruängen,17.96090207,59.28514395,55,2,2,2841,2017-05-31,2195000,2680000,1064.8146646918
Kransbindarvägen 9,Midsommarkransen,18.00126447,59.30199815,35,1,2,2069,2017-05-31,2195000,2780000,1067.5109522976
Idungatan 7A,Vasastan,18.04698747,59.34788771,77,3,0.5,2351,2017-05-31,6250000,6400000,1071.05058587334
Hägerstensvägen 124,Aspudden,18.00150857,59.30588929,80,2,1,3009,2017-05-31,3995000,5800000,1067.59547430541
Ronnebyvägen 22,Björkhagen,18.11837135,59.29541035,57,2.5,1,3446,2017-05-31,2450000,3250000,1074.33626407193
Fridhemsgatan 37,Kungsholmen,18.03051,59.33441,59,2,3,3020,2017-05-31,4650000,5500000,1069.8296728491
Åmänningevägen 23,Årsta,18.04374,59.29666,42,1.5,3,3631,2017-05-31,1975000,2600000,1069.9335159084
Paternostervägen 82,Hammarbyhöjden,18.10538,59.29096,56,2.5,3,3635,2017-05-31,2650000,2950000,1073.4853613648
Rangstagatan 18,Högdalen,18.04089,59.26523,45,2,4,2817,2017-05-31,2600000,2600000,1069.1974952547
Årstavägen 103,Årsta,18.04417,59.29899,58.5,2,2,3550,2017-05-31,2775000,3400000,1070.0010563883
Drevergatan 3,Norra Djurgården,18.09178976,59.35967273,54.5,2,7,2792,2017-05-31,4595000,4700000,1073.92271925357
Stopvägen 45,Bromma,17.94498682,59.33560805,49,2,3,2709,2017-05-31,2295000,2910000,1064.77670441394
Jämtlandsgatan 70,Vällingby Centrum,17.87651498,59.35779134,86,4,3,4641,2017-05-31,2495000,2495000,1061.11044606922
Granbacken 6,Bromma,17.96159506,59.34358499,42,2,1,3232,2017-05-31,1995000,2500000,1065.90544299907
Renstiernas gata 23,Södermalm,18.08443909,59.31456046,39,1,0,1009,2017-05-31,2795000,3600000,1072.67055578899
Pastellvägen 36,Johanneshov,18.08781658,59.29025546,39,2,2,2034,2017-05-31,1995000,2770000,1072.43126574182
Stamgatan 81,Älvsjö,18.04073063,59.28530699,33,1,0,2280,2017-05-31,1495000,1960000,1069.55025372345
Hälsingegatan 14B,Vasastan,18.04103614,59.34455062,53,2,4,1590,2017-05-31,4775000,5425000,1070.63718244748
Nybohovsgränd 10,Hägersten-Liljeholmen,18.01772016,59.3085355,71,3,3,2727,2017-05-31,3595000,3670000,1068.60459573843
Lundagatan 38B,Hornstull,18.04604173,59.3188657,41,2,0.5,2010,2017-05-31,3250000,3710000,1070.47072579847
Tellusborgsvägen 75,Midsommarkransen,18.0024365,59.2981172,39,2,3,2187,2017-05-31,3150000,3150000,1067.51058946256
Flygelgatan 4,Telefonplan,18.00156964,59.29823295,56.2,3,6,3894,2017-05-31,3350000,4050000,1067.46126997837
Stamgatan 39,Älvsjö,18.038,59.284,48,2,1,3358,2017-05-31,1780000,2225000,1069.364792
Furusundsgatan 2,Gärdet,18.0958128,59.34785172,19.5,1,0,1269,2017-05-31,1995000,2200000,1073.94761480728
Stamgatan 17,Älvsjö,18.04080606,59.2825285,37,1.5,0,2708,2017-05-31,1650000,1990000,1069.50459941492
Kungsbro Strand 21,Kungsholmen,18.03735355,59.33600758,25,1,2,1929,2017-05-31,2295000,2985000,1070.26454696594
Tegelviksgatan 51,Södermalm,18.09884906,59.31091033,78,3,2,4674,2017-05-31,4495000,4800000,1073.45921367386
Selmedalsvägen 2,Hägersten,17.98049927,59.30613512,30,1,5,1517,2017-05-31,1995000,2500000,1066.35391923168
Fruängstorget 3,Fruängen,17.96388101,59.28618115,30,1,3,2244,2017-05-31,1895000,2300000,1065.00990371591
Sicklingsvägen 5,Farsta stadsdelsområde,18.08065224,59.26249695,54,2,5,3198,2017-05-31,2250000,2805000,1071.50459822701
Hammarbyterrassen 18,Hammarby Sjöstad,18.08998842,59.30406455,75,4,0,4182,2017-05-31,4495000,5400000,1072.80984096843
Levertinsgatan 3,Kristineberg,17.9989204,59.3341326,66,3,3,4402,2017-05-31,4390000,4425000,1067.95032967045
Gubbkärrsvägen 29S,Bromma Nockebyhov,17.91359425,59.33139997,57,2,1,3622,2017-05-31,2495000,2600000,1062.83862534704
Tantogatan 43,Södermalm,18.04853169,59.31060344,42.5,2,0,1764,2017-05-31,2975000,3200000,1070.46930573986
Bergtallsvägen 13,Älvsjö,17.97035898,59.28165125,105,4,0,4447,2017-05-31,5195000,5500000,1065.31255388967
Tunnlandsvägen 91,Bromma Brommaplan,17.93487839,59.33603703,139,4.5,8,5962,2017-05-31,6850000,7375000,1064.18460827759
Lundagatan 42A,Södermalm,18.04480884,59.31853417,54,2,4,2534,2017-05-31,3750000,4420000,1070.39160976666
Marmorgatan 11,Södermalm,18.05342317,59.31066939,28,1,3,2094,2017-05-31,1995000,2750000,1070.76061299364
Luntmakargatan 63,Vasastan,18.06035399,59.34040647,27,1,3,1012,2017-05-31,2575000,3400000,1071.70874675869
Torsgatan 49,Vasastan,18.03689003,59.34174138,145,5,6,6368,2017-05-31,10950000,10950000,1070.34046345976
Klädesvägen 28,Bromma,17.94240202,59.33829359,36,1,3,2040,2017-05-31,2495000,2495000,1064.67151877257
Roslagsgatan 40C,Vasastan,18.05787086,59.34867859,56,2,0.5,1878,2017-05-31,3975000,4500000,1071.71077368987
Hagagatan 8,Vasastan,18.0525434,59.34475019,34,1,4,1555,2017-05-31,3250000,3550000,1071.32367836713
Maltesholmsvägen 95,Hässelby-Vällingby,17.84173398,59.36552708,64,3,1,3772,2017-05-31,1995000,2125000,1059.18394174385
Grusåsgränd 164,Enskededalen,18.09531111,59.28632527,64,2,0,3013,2017-05-31,2495000,2540000,1072.8045003293
Östgötagatan 68,Katarina,18.07919177,59.30858168,54,2,0,1382,2017-05-31,3950000,4300000,1072.25122179943
Fredriksdalsgatan 24,Hammarby Sjöstad,18.0823006,59.30306766,48,2,8,2603,2017-05-31,3995000,4270000,1072.33589593026
Långholmsgatan 3,Södermalm,18.03287618,59.31819988,76,2,3,3316,2017-05-31,5400000,6400000,1069.67775365653
Erik Dahlbergsgatan 29B,Gärdet,18.09153967,59.34287564,33,2,1,1750,2017-05-31,2995000,3775000,1073.60398877294
Storforsplan 3,Farsta,18.09173129,59.24130833,73,3,8,4171,2017-05-31,2195000,2655000,1071.7778315744
Kellgrensgatan 10,Kungsholmen,18.01493836,59.33631208,53.5,2,3,3473,2017-05-31,3990000,3900000,1068.94000463092
Kungsgatan 77,Kungsholmen,18.04793721,59.33143861,170,5,3,6138,2017-05-31,13500000,14300000,1070.81007861225
Vänskapsvägen 55,Essingeöarna,17.9885085,59.3215898,48,2,3,3357,2017-05-31,2995000,3655000,1067.10692235081
Karlaplan 10,Östermalm,18.09086516,59.33722068,123,4,8,6241,2017-05-31,14750000,14500000,1073.46165829104
Bastuhagsvägen 59,Enskede,18.04752765,59.27554776,85,4,2,4765,2017-05-31,3995000,4910000,1069.7770871675
Bäckvägen 114,Hägerstensåsen,17.98670053,59.30159476,59.5,2,1,4080,2017-05-31,1995000,3100000,1066.64002589954
Alfons Åbergs gata 5,Bromma,17.94621408,59.36509501,54,2,0,3356,2017-05-31,2595000,2595000,1065.378703929
Pippi Långstrumps gata 39,Bromma,17.94744369,59.36587594,134,5,0,6189,2017-05-31,5595000,5620000,1065.46571554068
Regattakajen 10,Hammarby Sjöstad,18.10200657,59.30989671,48,2,1,2310,2017-05-31,4150000,4150000,1073.62813991044
Sigtunagatan 14A,Vasastan,18.04181932,59.34202284,66.6,2,2,2420,2017-05-31,5950000,6750000,1070.63805416259
Pingstvägen 44,Midsommarkransen,17.99699008,59.30133379,35,2,3,2069,2017-05-31,2195000,2915000,1067.2455159494
Folkskolegatan 22B,Hornstull,18.03080678,59.31612834,68,2,2,3664,2017-05-31,4995000,6120000,1069.51764903622
Sjöviksvägen 76,Liljeholmskajen,18.03293746,59.30597731,47,2,5,2993,2017-05-31,2795000,3420000,1069.46097983541
Malmgårdsvägen 16,Sofia,18.08864885,59.3096431,27,1,3,1537,2017-05-31,2195000,2750000,1072.83130745473
Vattenledningsvägen 71,Midsommarkransen,18.00610897,59.30088383,37.5,2,4,1611,2017-05-31,2395000,3210000,1067.77817626029
Essingeringen 22A,Essingeöarna,17.99433578,59.31908598,80.5,3,1,3511,2017-05-31,6995000,9200000,1067.40755128681
Frödingsvägen 10,Kungsholmen,18.0036,59.33116,36,2,3,2006,2017-05-31,2995000,3350000,1068.174472176
Vikingagatan 12,Vasastan,18.03288116,59.34068643,68,2,0,1914,2017-05-31,5995000,5870000,1070.08354634501
Spritsvägen 9,Sköndal,18.1063244,59.25654188,42,2,1,2600,2017-05-31,1795000,2425000,1072.91817010147
Karlavägen 53,Östermalm,18.07839537,59.3403467,118,4,2,4621,2017-05-31,10400000,10800000,1072.77824903547
Rindögatan 24,Gärdet,18.09709415,59.34599304,49,2,4,2897,2017-05-30,4250000,4250000,1073.99002347012
Nordenflychtsvägen 69,Kungsholmen-Hornsbergs Strand,18.00901651,59.33891285,82,3,7,4676,2017-05-30,5975000,6150000,1068.6354612011
Valhallavägen 14,Östermalm,18.06132067,59.34901651,62.6,2,0,2087,2017-05-30,3995000,4660000,1071.92161863623
Götaforsvägen 12,Stureby,18.05559476,59.2711949,41,1.5,4,2416,2017-05-30,2295000,2875000,1070.17667605538
Follingbogatan 24,Bromma Beckomberga,17.90145255,59.35891946,43.5,1,2,2254,2017-05-30,2395000,2350000,1062.61088013246
Hasselquistvägen 25,Hammarbyhöjden,18.102808,59.2970264,40,2,3,2750,2017-05-30,2250000,3120000,1073.44268389013
Nypongränd 4,Hägersten-Liljeholmen,18.01383717,59.30336159,22,1,2,1051,2017-05-30,1895000,2500000,1068.28109931589
Artillerigatan 89,Gärdet,18.08795976,59.34260956,41,1,5,1268,2017-05-30,3195000,3850000,1073.38673377467
Svinningegränd 10,Spånga,17.90967066,59.38996358,83.5,3,1,5454,2017-05-30,1795000,1925000,1063.65468822719
Ålgrytevägen 53,Bredäng,17.93707174,59.29977774,55,2,0,2720,2017-05-30,2290000,2200000,1063.66436748844
Norr Mälarstrand,Kungsholmen,18.02903652,59.32886065,137,4,90.5,6121,2017-05-30,13000000,13350000,1069.64219534884
Högbergsgatan 81C,Södermalm,18.06307912,59.31498406,58,2,3,3391,2017-05-30,5491000,6200000,1071.41125007732
Hornsgatan 60,Södermalm,18.06126595,59.31882737,64,2,4,1780,2017-05-30,5490000,5800000,1071.37311697171
Roslagsgatan 45,Vasastan,18.05679202,59.34947622,49,2,4,2433,2017-05-30,3495000,3780000,1071.66114860048
Timmermansgatan 37,Södermalm,18.0619,59.315,36,1,0,1934,2017-05-30,2650000,3270000,1071.3415985
Multrågatan 19,Vällingby Råcksta,17.88546276,59.35585757,72.8,3,7,4191,2017-05-30,2250000,2500000,1061.6069801561
Pontonjärgatan 45A,Gårdshus,18.02786583,59.32971679,36,2,0,2176,2017-05-30,2995000,3750000,1069.58817402202
Kvarngatan 22,Södermalm,18.06820864,59.31641489,55,2,0,2265,2017-05-30,4750000,4580000,1071.74136000932
Kommendörsgatan 40,Östermalm,18.08637953,59.3372192,44,2,0,1943,2017-05-30,4250000,4500000,1073.195466706
Stöttingsgränd 18,Västertorp,17.96518073,59.29102945,72,3,1,3935,2017-05-30,3295000,3900000,1065.174059737
Harry Martinsons gata 11,Kungsholmen-Hornsbergs Strand,18.00684929,59.3399469,84,3,6,3735,2017-05-30,5795000,6200000,1068.5254807049
Högalidsgatan 40D,Södermalm Hornstull,18.03674529,59.31856215,35,2,3,1661,2017-05-30,2895000,4050000,1069.91379646858
Allhelgonagatan 7,Södermalm,18.07314155,59.30966539,63,2,0,2574,2017-05-30,4795000,4795000,1071.91197787661
Brommabågen 19,Brommaplan,17.93710709,59.33957672,40,1,1,2963,2017-05-30,1995000,2575000,1064.38034230191
Tullgårdsgatan 18,Södermalm,18.08747341,59.30584176,52,2,5,3953,2017-05-30,3675000,4020000,1072.69283589167
Maria Prästgårdsgata 20,Södermalm,18.06293377,59.31615148,40,1,0,1594,2017-05-30,2995000,3400000,1071.42371567453
Gävlegatan 26,Vasastan,18.0351693,59.3462131,45,2,2,2250,2017-05-30,4100000,4260000,1070.31900057238
Roslagsgatan 36,Vasastan,18.05841159,59.34819483,76,2,0,3153,2017-05-30,6250000,6900000,1071.73412936365
Wivalliusgatan 13,Kungsholmen,18.01305546,59.32571198,57,2,1,3224,2017-05-30,4350000,4750000,1068.63734009973
Bildhuggarvägen 23,Globen,18.07538783,59.2947201,68,3,2,3110,2017-05-30,3650000,3970000,1071.7750620788
