Address,Area,Longitude,Latitude,Living area (m2),Rooms,Floor,Rent,Sold date,Listed price,Sold for (SEK),LongitudeXLatitude
Brännkyrkagatan 90,Högalid,18.04855096,59.3178819,75,3,2,4022,2017-05-30,5950000,6500000,1070.60181431141
Artillerigatan 57,Östermalm,18.08470088,59.33907423,96,3,5,4697,2017-05-30,11950000,11400000,1073.12940794567
Gröndalsvägen 33,Hägersten-Liljeholmen,18.01216268,59.31591608,34,1,3,2119,2017-05-30,2695000,3000000,1068.40792994619
Nickelgränd 6,Vällingby,17.87840652,59.3542366,75,3,4,3350,2017-05-30,2595000,2950000,1061.15917061906
Tantogatan 13,Södermalm,18.05293,59.31142,53,2.5,3,2848,2017-05-30,3900000,3900000,1070.7449134606
Sandhamnsgatan 23,Östermalm,18.10982457,59.34496944,73,3,1,760,2017-05-30,5495000,6600000,1074.72698567041
Rorgängargatan 7,Hammarby Sjöstad,18.10932467,59.30591507,85,3,2,5673,2017-05-30,4800000,4900000,1073.99007085408
Cirkelvägen 26,Enskede,18.08497,59.26416,46.5,2,1,3073,2017-05-30,2495000,2850000,1071.7905556752
Alpvägen 19,Bromma,17.9531541,59.3624842,85,3,1,4860,2017-05-30,3995000,4050000,1065.74382660142
Gullmarsvägen 12,Johanneshov,18.07566,59.29834,53,2,1,3571,2017-05-30,2795000,3400000,1071.8566324044
Rindögatan 48,Gärdet,18.10084591,59.34575431,60,3,3,3010,2017-05-30,4495000,5125000,1074.20835417803
Furusundsgatan 18,Gärdet,18.09981673,59.34621447,38,2,4,1731,2017-05-30,2995000,3600000,1074.15560552627
Porlabacken 9,Bandhagen,18.02213133,59.26215152,89,4,1,5777,2017-05-30,1795000,2150000,1068.0302775918
Odd Fellowvägen 39,Bredäng-Mälarhöjden,17.93769121,59.29709762,76,3,0,4342,2017-05-29,2595000,2910000,1063.65302675679
Rindögatan 19,Östermalm,18.09717275,59.34640789,52,2.5,4,2547,2017-05-29,4450000,4950000,1074.00219567729
Lillhagsvägen 6,Bandhagen,18.011,59.2675,69,3,2,4958,2017-05-29,1895000,2200000,1067.4669425
Åsögatan 163,Katarina,18.08487628,59.31444723,36,1,1,932,2017-05-29,2795000,3150000,1072.69443977114
Storforsplan 3,Farsta,18.09173129,59.24130833,74,3,5,4171,2017-05-29,2395000,2600000,1071.7778315744
Sunnanbyplan 9,Rinkeby,17.91783039,59.38841302,104,4,1,5341,2017-05-29,2100000,2100000,1064.11151162363
Vissingebacken 13,Spånga,17.89880831,59.39851599,81,4,3,5367,2017-05-29,1995000,2100000,1063.16265160348
Luntmakargatan 59,Vasastan,18.06073,59.34006,61,2,4,3452,2017-05-29,4650000,5550000,1071.7248018438
Dalagatan 25A,Vasastan,18.04321021,59.34337447,45,1,3,1745,2017-05-29,3745000,4400000,1070.74498013296
Folkungagatan 97,Södermalm,18.0833,59.3156,52,2,2,2025,2017-05-29,3995000,5000000,1072.62178948
Porlabacken 5,Bandhagen,18.0223,59.2625,76,3,2,5102,2017-05-29,1795000,1950000,1068.04655375
Jarl Kulles gata 1,Örnsberg,17.98509,59.30662,77,3,1,4219,2017-05-29,4750000,4750000,1066.6348982958
Nynäsvägen 369,Gamla Enskede,18.0921583,59.2800814,54,3,0,3124,2017-05-29,2795000,2600000,1072.50461672569
Telefonvägen 31,Hägersten-Liljeholmen,18.0009421,59.29917506,93,3,0.5,5097,2017-05-29,4295000,4200000,1067.44101683282
Sjöviksvägen 94,Hägersten-Liljeholmen,18.03348351,59.3059845,73,3,1,4247,2017-05-29,4910000,4910000,1069.49349352507
Vävstolsvägen 11,Bromma,17.93507338,59.34168667,41,2,1,2556,2017-05-29,2095000,2420000,1064.29750491942
Gästrikegatan 11,Vasastan,18.03952394,59.34133483,71,3,3,2963,2017-05-29,7500000,7500000,1070.48943029734
Skattegårdsvägen 61,Vällingby,17.86856,59.36847,61,2,2,4060,2017-05-29,1995000,2250000,1060.8290683032
Knypplerskevägen 18,Åkeshov,17.9301695,59.3397051,42,2,3,3232,2017-05-29,2095000,2650000,1063.97097052301
Vejlegatan 9,Kista,17.94299202,59.40110434,77,3,3,4210,2017-05-29,2395000,2400000,1065.83354115181
Nybohovsbacken 69,Liljeholmen,18.01499219,59.30871649,76,3,3,3130,2017-05-29,4000000,3970000,1068.44606436627
Sandelsgatan 40,Gärdet,18.09356836,59.34353689,45,2,2,2362,2017-05-29,3990000,4950000,1073.7363414434
Annandagsvägen 8,Örby,18.02411,59.28445,42,1.5,3,2750,2017-05-29,1795000,2325000,1068.5494480895
Kronobergsgatan 19,Kungsholmen,18.0338338,59.33336836,35,1,1,1742,2017-05-29,2975000,3420000,1070.00810379842
Olshammarsgatan 60,Hagsätra,18.0080312,59.26053204,71,3,7,4368,2017-05-29,1850000,2400000,1067.16550990492
Karlbergsvägen 84,Vasastan,18.02864508,59.34329214,54,2,2,2606,2017-05-29,4175000,4550000,1069.87915187081
Taptogatan 4,Östermalm,18.10094118,59.33672428,138,5,4.5,4507,2017-05-29,13700000,13800000,1074.05055600616
Grev Turegatan 59A,Östermalm,18.0795139,59.34076016,89,3,4,4150,2017-05-29,9995000,12000000,1072.85209814929
Vittangigatan 25,Vällingby Centrum,17.87107096,59.36168489,35,1,0,2275,2017-05-29,0,2175000,1060.85688297435
Midsommarvägen 46,Midsommarkransen,18.00768614,59.30065265,48,2,2,3592,2017-05-29,2650000,3335000,1067.86754081836
Skälderviksplan 10,Årsta,18.03475,59.29883,67,3,0.5,4293,2017-05-29,2975000,3300000,1069.4395743425
Råcksta Gårdsväg 21,Vällingby,17.88333612,59.35573433,75,3,11,4279,2017-05-28,2995000,3300000,1061.47854767281
Sickla Kanalgata 46,Hammarby Sjöstad,18.10732365,59.3038467,90,4,2,5465,2017-05-28,6995000,7525000,1073.83394588688
Furusundsgatan 14,Gärdet,18.098284,59.34669052,39,2,0,1876,2017-05-28,2995000,3000000,1074.07325949107
Creutzgatan 1,Kungsholmen,18.01558,59.33215,34,1,2,1087,2017-05-28,2495000,3250000,1068.903094897
Marviksvägen 7,Årsta,18.06351,59.29982,79,3,2,4551,2017-05-28,3975000,4825000,1071.1628915682
Dymlingsgränd 8,Hägerstensåsen,17.98640935,59.2910028,108,5,2,5199,2017-05-28,5295000,6330000,1066.4322471328
Rödkindavägen 18,Farsta stadsdelsområde,18.08729161,59.23602771,147,6,0,5500,2017-05-28,6200000,7000000,1071.41930700881
Erik Dahlbergsgatan 27,Nedre Gärdet,18.09108353,59.34234238,26,1,4,1497,2017-05-28,2150000,2750000,1073.56727286244
Rosenlundsgatan 28A,Mariatorget,18.05562768,59.31583344,125,4,4,3903,2017-05-28,9000000,11000000,1070.98460412153
Edestavägen 24,Högdalen,18.04882325,59.26319391,62,2,5,3776,2017-05-28,2295000,2590000,1069.63091211207
Regeringsgatan 70E,Norrmalm,18.06907654,59.33722766,94,3,0,4254,2017-05-28,7800000,8300000,1072.16890825995
Torsgatan 77,Vasastan,18.03395033,59.34524251,64,2,2,3330,2017-05-27,4750000,5610000,1070.22915574714
Erik Tegels väg 11,Spånga,17.91175,59.3818,47,2,1,2960,2017-05-27,1595000,1700000,1063.63195615
Ullvidevägen 65,Vällingby,17.86141992,59.37602603,81,3,0,3926,2017-05-27,2050000,2400000,1060.54013410268
Maltesholmsvägen 167,Hässelby Strand,17.83454683,59.35828038,76,3,3,4132,2017-05-27,2475000,2475000,1058.62803118538
Engelbrektsgatan 12,Östermalm,18.07239678,59.34346281,108,4,2,4522,2017-05-27,11300000,11100000,1072.47860620149
Badstrandsvägen 20,Essingeöarna,17.98979527,59.3227095,82,3,2,3660,2017-05-27,4975000,5800000,1067.20339876668
Sickla Kanalgata 97,Hammarby Sjöstad,18.10996467,59.30343423,103,4,2,5113,2017-05-27,6495000,6750000,1073.98309871497
Karlavägen 70,Östermalm Karlaplan,18.08588205,59.33832734,157,5,2,4439,2017-05-27,14750000,16600000,1073.18598931553
Tomtebobarnens gata 11,Bromma,17.95185482,59.36330786,55,2,5,3288,2017-05-27,3395000,3375000,1065.68148433769
Tellusborgsvägen 94,Hägersten,18.00215006,59.29839588,38,2,5,2214,2017-05-27,2650000,3220000,1067.49862094905
Midsommarvägen 17,Hägersten,18.00984156,59.30065923,53,2,1,3690,2017-05-27,2795000,3430000,1067.99547713585
Kungsholms Strand 139,Kungsholmen,18.03080395,59.33732466,46,2,0,2255,2017-05-27,3495000,4100000,1069.89966786196
Borgargatan 2,Södermalm,18.03406818,59.31789224,29,1,3,1330,2017-05-27,2475000,3450000,1069.74291295005
Valsbergs gränd 7,Midsommarkransen,18.010489,59.300402,46,2,3,3443,2017-05-27,2995000,3525000,1068.02923791658
Skagersvägen 26,Årsta,18.0664245,59.29739343,58,2,2,3333,2017-05-27,3895000,4400000,1071.29188144989
Hertigvägen 8,Aspudden,17.99169,59.30657,58,2,2,3806,2017-05-27,2895000,3200000,1067.0254224033
Hammarby Allé 165,Hammarby Sjöstad,18.1024,59.30247,106.5,4,6,6211,2017-05-27,6995000,7800000,1073.517032928
Ödmårdsvägen 7,Traneberg,17.98184037,59.33937243,39,2,5,2895,2017-05-27,2395000,2700000,1067.03112269224
Riksdalervägen 24,Hägersten,17.9849,59.2982,51,2,3,3360,2017-05-27,2250000,2750000,1066.47219718
Filipstadsbacken 58,Farsta,18.10476395,59.23780103,59.5,2,5,3744,2017-05-27,1995000,2375000,1072.48640456522
Mariehällsvägen 10,Bromma,17.9589,59.3594,70.4,3,4,3992,2017-05-27,4195000,4295000,1066.02952866
Birger Jarlsgatan 107B,Vasastan,18.05918442,59.34847861,111,5,0,4064,2017-05-27,8900000,10100000,1071.78512026442
Liljeholmsgränd 6,Hägersten-Liljeholmen,18.02327341,59.31128769,124,6,0,7168,2017-05-27,7750000,8350000,1068.98355433604
Wennerbergsgatan 6A,Kungsholmen,18.01293,59.32762,30,1,3,1762,2017-05-26,2595000,2935000,1068.6642661266
Mellanbergsvägen 19,Hökmossen,17.98795581,59.2910165,51,2,2,3494,2017-05-26,2195000,2900000,1066.52418473198
Bondegatan 13,Katarina,18.07909882,59.31295745,52,2,2,3086,2017-05-26,3950000,4300000,1072.32481904501
Ellen Keys gata 91,Fruängen,17.96587895,59.28392107,50,2,0,2959,2017-05-26,2295000,2850000,1065.08774962497
Ekholmsvägen 250C,Skärholmen,17.90533786,59.27941581,58.5,1.5,0,4264,2017-05-26,1290000,1500000,1061.41796822148
Valhallavägen 2,Östermalm,18.05967561,59.34964453,69.2,3,4,1364,2017-05-26,4950000,5315000,1071.83532778061
Hallandsgatan 28,Katarina,18.06776032,59.31045992,68,2.5,0.5,3154,2017-05-26,4850000,5300000,1071.60717430353
Pepparvägen 62,Hökarängen,18.08403742,59.25104295,50,2,3,3000,2017-05-26,2195000,2650000,1071.49807788183
Paternostervägen 80A,Hammarbyhöjden,18.10495492,59.29060945,45,2,0,3005,2017-05-26,2495000,2700000,1073.45381127158
Sotingeplan 6,Spånga,17.90470287,59.39161497,75,3,2,4300,2017-05-26,1795000,2000000,1063.38921900729
Maltesholmsvägen 147,Hässelby Strand,17.83407682,59.36042474,101,4,12,5540,2017-05-26,2695000,3000000,1058.63837488099
Söderberga Allé 48,Bromma,17.89629555,59.35921478,58,2,2,3826,2017-05-26,1695000,1930000,1062.31005131881
Karen Blixens gata 7,Bromma,17.8739872,59.34602737,50,2,2,3308,2017-05-26,2195000,2765000,1060.75013358223
Kampementsgatan 14,Östermalm,18.10325353,59.34613728,65,2,7,3264,2017-05-26,4450000,5065000,1074.35816920602
Lina Sandells Plan 6,Hägersten,17.95923824,59.28422301,54,2,1,3637,2017-05-26,2395000,2700000,1064.69948490988
Älvsjövägen 14,Älvsjö Centrum,18.0044353,59.27920177,79,3,5,4805,2017-05-26,3695000,3800000,1067.28855290361
David Bagares gata 26A,Norrmalm,18.06578002,59.33720244,124,3,3,4981,2017-05-26,13400000,13400000,1071.97284628325
Bärkingeplan 14,Spånga,17.89751,59.39151,72,3,0,4485,2017-05-26,1495000,1725000,1062.9601441401
Etsarvägen 4,Gullmarsplan,18.07506945,59.29771597,106,5,5,4753,2017-05-26,6395000,7620000,1071.81033438412
Kista Alléväg 37,Kista,17.93890357,59.40914041,72.5,3,5,3955,2017-05-26,3000000,2900000,1065.73484099158
Vänskapsvägen 49,Stora Essingen,17.98646,59.32179,50,2.5,2,3546,2017-05-26,3295000,3600000,1066.9890029634
Bäckvägen 112,Hägersten,17.9869,59.3016,28,1,0,2211,2017-05-26,1850000,2620000,1066.65194904
Finn Malmgrens väg 4A,Johanneshov,18.0971539,59.29476939,24,1,0,1510,2017-05-26,1950000,2300000,1073.06656711584
Wargentinsgatan 6,Kungsholmen,18.041,59.3328,94,3,4,3530,2017-05-26,6995000,8000000,1070.4230448
Nynäsvägen 349,Enskede,18.09149267,59.28225265,41,2,1,2322,2017-05-26,2475000,2800000,1072.50443927856
Årstavägen 66,Årsta,18.0490158,59.29786199,73,3,2,3863,2017-05-26,4100000,4100000,1070.26804796373
Hälsingehöjden 9,Vasastan,18.04050565,59.34399528,104,4,0.5,4154,2017-05-26,8650000,9340000,1070.59568214241
Värtavägen 30,Gärdet,18.09684826,59.34130221,92,4,1,2759,2017-05-26,8500000,8500000,1073.89054164517
Kommendörsgatan 20B,Östermalm,18.08084643,59.33827579,97,4,2,2490,2017-05-26,8975000,10550000,1072.88625197998
Katarina Bangata 60,Södermalm Sofia,18.08404635,59.31026592,59,2,5,2569,2017-05-26,4650000,5500000,1072.56959792811
Nackagatan 27,Södermalm Sofia,18.09994615,59.31085804,90,3,5,4944,2017-05-26,6450000,7050000,1073.52333663429
Maria Prästgårdsgata 17,Södermalm,18.0626335,59.31591881,64,2,0,3038,2017-05-26,4995000,5300000,1071.40170218079
Upplandsgatan 48,Vasastan,18.04935438,59.34194635,69.1,3,2,2674,2017-05-26,6250000,6450000,1071.0838192701
Odengatan 98,Vasastan,18.04075241,59.34055419,201,6,3,5892,2017-05-26,19900000,20100000,1070.54824601398
Grevgatan 49,Östermalm,18.08660096,59.33660435,59,2,0,2735,2017-05-26,5750000,5900000,1073.19748519985
Wollmar Yxkullsgatan 5A,Södermalm Maria Magdalena,18.0645,59.3167,51,2,4,3255,2017-05-26,3995000,4800000,1071.52652715
Fyrskeppsvägen 116,Kärrtorp,18.11241504,59.28723571,55,2,1,3550,2017-05-26,2295000,2725000,1073.83501975383
Långholmsgatan 5,Södermalm,18.0328989,59.31774153,74,2.5,5,2987,2017-05-26,5995000,7000000,1069.67083598682
Nykarlebygatan 206,Akalla,17.91488171,59.41091485,57.5,2,0,3748,2017-05-26,1750000,1920000,1064.33951182063
Sickla Kanalgata 4,Hammarby Sjöstad,18.10691136,59.30606548,84,3,2,3531,2017-05-26,6495000,6100000,1073.84967075672
Heleneborgsgatan 7B,Södermalm,18.03815603,59.3188,40,1,1,1829,2017-05-26,2895000,4000000,1070.00176991236
Kubbegatan 49,Sköndal,18.11377,59.25519,89.5,4,1,4354,2017-05-26,2995000,3510000,1073.3348829663
Sigurd Rings gata 8,Aspudden,17.99489737,59.30987539,54,2,3,3342,2017-05-26,2995000,3420000,1067.27512067054
Västgötagränd 21,Södermalm,18.06974145,59.3146432,96.5,5,2,5755,2017-05-26,6695000,6695000,1071.800266823
Birger Jarlsgatan 104A,Östermalm,18.06232357,59.34741662,21,1,4,1619,2017-05-26,2100000,2630000,1071.95224203404
Emågatan 40,Skarpnäcks stadsdelsområde,18.132401,59.27807578,26,1,0,1404,2017-05-26,1650000,2360000,1074.85384055135
Artillerigatan 75,Östermalm,18.08598032,59.34071904,77,3,0.5,2969,2017-05-26,7500000,7560000,1073.23507673209
Farstavägen 89,Farsta,18.09146972,59.24499475,79.5,4,11,3170,2017-05-26,2895000,3325000,1071.82902858118
Högbergsgatan 67,Södermalm Maria Magdalena,18.06649051,59.31567235,42,2,1.5,477,2017-05-26,3850000,4700000,1071.62603160554
Banérgatan 89,Gärdet,18.09748414,59.34108313,81.5,3,3,2537,2017-05-26,6875000,7750000,1073.9243107956
Sedumbacken 3,Bromma,17.93102442,59.3457407,125,5,2,5725,2017-05-26,4950000,5785000,1064.12992571469
Verkstadsgatan 9,Södermalm Hornstull,18.0302827,59.317445,111,4,3,5842,2017-05-26,8500000,9000000,1069.5103023917
Karlbergsvägen 43A,Vasastan,18.03749084,59.34223171,62,2,1,1832,2017-05-26,4995000,5600000,1070.38496089428
Östgötagatan 40,Katarina,18.07724984,59.31211773,35,1,2,1509,2017-05-26,3500000,3300000,1072.1999707447
Birkagatan 34,Vasastan,18.03626508,59.34203718,56,2,0.5,1999,2017-05-26,4295000,5200000,1070.3087129657
Pipersgatan 3A,Nedre Kungsholmen,18.0445075,59.3292547,48,2,3,2461,2017-05-26,4495000,5175000,1070.56718140356
Luntmakargatan 70,Vasastan,18.05967808,59.34162649,51,2,2,1653,2017-05-25,4495000,5170000,1071.690671153
Heleneborgsgatan 54,Hornstull,18.03300969,59.31889803,39.3,1,3,1905,2017-05-25,2950000,3600000,1069.69826297511
Lingvägen 203,Farsta,18.09281945,59.25359096,75,3,3,3456,2017-05-25,2650000,3200000,1072.06452300343
Heklagatan 61E,Kista,17.93369824,59.41408779,31.4,1,0,1973,2017-05-25,1595000,1900000,1065.51432163073
Fjärdholmsgränd 9A,Skärholmen,17.88803854,59.27743087,95,3,3,4728,2017-05-25,1995000,2510000,1060.35696795475
Paternostervägen 46,Johanneshov,18.10058403,59.29117584,72,3,2,3915,2017-05-25,3650000,3875000,1073.20491052943
Högalidsgatan 52A,Södermalm,18.03362612,59.31800619,30,1,3,1828,2017-05-25,2495000,3200000,1069.71874581431
Polhemsgatan 21,Kungsholmen,18.03642306,59.33051238,106,4,2,4123,2017-05-25,8900000,9450000,1070.11022165225
Tellusborgsvägen 88,Hägersten,18.00265603,59.29934363,55.5,2.5,2,4089,2017-05-25,2955000,3460000,1067.54568617566
Hornstulls Strand 13,Södermalm,18.03285599,59.31449129,44,2,2,2458,2017-05-25,3250000,3800000,1069.60967955268
Rörstrandsgatan 34,Vasastan,18.0293,59.3409,65,2,3,3146,2017-05-25,5650000,6450000,1069.87488837
Ågesta Broväg 69,Farsta,18.102,59.2385,80,3,1,4951,2017-05-25,2995000,3380000,1072.335327
Sankt Eriksgatan 43A,Kungsholmen,18.03187966,59.33419629,105,4,3,2943,2017-05-25,8495000,9100000,1069.9070872241
Rehnsgatan 1,Vasastan,18.06233883,59.34349199,64,3,0.5,2290,2017-05-25,5495000,6150000,1071.88225967877
Pipersgatan 3A,Nedre Kungsholmen,18.0445075,59.3292547,48,2,3,2461,2017-05-25,4495000,5175000,1070.56718140356
Pilotgatan 17,Skarpnäck,18.13693643,59.26734456,110,4,3,5831,2017-05-25,3150000,3590000,1074.92806065963
Brevvägen 6,Enskede,18.0659272,59.2731949,31,1,0,2033,2017-05-25,1995000,2450000,1070.82522397481
Pippi Långstrumps gata 39,Bromma,17.94744369,59.36587594,55,2,0,3240,2017-05-25,2695000,2975000,1065.46571554068
Spetsvägen 14,Bromma,17.94872046,59.34269876,61,2,0,3632,2017-05-25,2495000,2930000,1065.12551138523
Ölmevägen 22,Farsta,18.08261,59.243,78.5,3,3,4160,2017-05-25,2395000,3150000,1071.26806423
Dianavägen 17,Hjorthagen,18.10101,59.35632,63,2,2,2294,2017-05-25,3995000,4820000,1074.4093418832
Blommensbergsvägen 153,Hägersten,17.99467839,59.30642743,56,3,2,3372,2017-05-25,3295000,3870000,1067.20008806272
Fastlagsvägen 4,Aspudden,18.00137,59.30447,73,3,4,4980,2017-05-25,4295000,4650000,1067.5617071239
Siljansvägen 39A,Årsta,18.04668,59.29707,50,2,2,3514,2017-05-25,2675000,2950000,1070.1152472276
Nordenflychtsvägen 69,Kungsholmen-Hornsbergs Strand,18.00901651,59.33891285,82,3,3,4676,2017-05-25,5795000,5850000,1068.6354612011
Bengt Ekehjelmsgatan 7,Maria,18.06316755,59.31484295,71,3,3,4158,2017-05-25,6495000,7390000,1071.41394640779
Midsommarvägen 14,Midsommarkransen,18.01246757,59.30089314,37,1,1,2619,2017-05-25,2295000,2955000,1068.15541455629
Danderydsgatan 25,Östermalm,18.06994307,59.34447655,64,2.5,3,4028,2017-05-25,6500000,6000000,1072.35131277745
Essingetorget 39,Essingeöarna,17.9886,59.3202,56,3,0,2282,2017-05-25,2975000,3800000,1067.08734972
Åmänningevägen 16,Årsta,18.0449,59.298,54,2,2,3327,2017-05-25,2475000,2970000,1070.0264802
Artillerigatan 63,Östermalm,18.08516937,59.33958435,62,2,6,1948,2017-05-25,6800000,7500000,1073.16643331515
Ljusterögatan 5,Sofia,18.09017327,59.30878469,50,2,3,2693,2017-05-25,3850000,4125000,1072.90619147522
Odelbergsvägen 34,Enskede Gård,18.06890204,59.2895797,56,2,2,4360,2017-05-25,2995000,3350000,1071.29760759207
Ståltrådsvägen 19,Bromma Johannesfred,17.97369001,59.34629864,54.5,2,2,2711,2017-05-25,2395000,2900000,1066.67197499624
Garvargatan 19,Kungsholmen,18.04136395,59.32808897,78,3,1,3040,2017-05-25,6900000,7400000,1070.35964556575
Luxgatan 6,Lilla Essingen,18.00907274,59.32498925,39,2,2,1916,2017-05-25,2600000,3375000,1068.38804670297
Götaforsvägen 17,Stureby,18.05675793,59.27068186,55,3,0,3453,2017-05-25,0,2950000,1070.23635469206
Malgomajvägen 17,Årsta,18.03447604,59.29967218,84,4,1,5046,2017-05-25,4495000,5050000,1069.43851711006
Bråvallagatan 5,Levande Kvarter med,18.03440094,59.33864476,44,2,2,2190,2017-05-25,3950000,4750000,1070.13691083807
Johannesgatan 5,Norrmalm,18.06594503,59.33761979,83,3,3,3717,2017-05-25,6550000,7050000,1071.99017733718
Lundagatan 36B,Södermalm,18.0372588,59.3175317,29.5,1,2,1588,2017-05-25,2395000,3525000,1069.9256706501
Lillhagsvägen 32,Hagsätra,18.01383599,59.26838981,69,3,3,5196,2017-05-25,1950000,2050000,1067.65105342873
Sankt Eriksplan 13,Vasastan,18.03744793,59.33923018,66,2,3,3012,2017-05-25,5695000,7300000,1070.32827457803
Rålambsvägen 70,Kungsholmen,17.99973,59.33153,54,2,0,3094,2017-05-25,3250000,3600000,1067.9515204869
Nordenflychtsvägen 67,Kungsholmen,18.00925,59.33864,38,2,3,2804,2017-05-25,2995000,3380000,1068.64440242
Lundagatan 40B,Södermalm,18.04515479,59.3189862,36,1,2,1868,2017-05-25,2850000,3220000,1070.42028796487
Kungsklippan 11,Kungsholmen,18.04711,59.33003,24,1,4,1731,2017-05-25,1995000,2800000,1070.7355777133
Glanshammarsgatan 87,Ormkärr,18.00556,59.26276,75,3,1,3745,2017-05-25,2395000,2395000,1067.0591809456
Kungsklippan 22,Kungsholmen,18.04677694,59.33055128,45.5,2,1,3218,2017-05-25,3350000,3870000,1070.72522467739
Flintbacken 8,Högalid,18.05072521,59.31021588,80,3,1,3182,2017-05-25,4795000,5050000,1070.59240899566
Esplundagränd 19,Ormkärr,18.00269,59.26359,90,4,0,6359,2017-05-25,3095000,3350000,1066.9040390571
Sveaborgsgatan 8,Akalla,17.91339006,59.41683261,63.8,2,0,3967,2017-05-25,1825000,1825000,1064.35689867266
Vitalisvägen 5,Kungsholmen,18.00626,59.33048,39,2,0,2070,2017-05-25,2695000,3150000,1068.3200488048
Sockenvägen 375,Gamla Enskede,18.07461,59.28301,53,2,2,2288,2017-05-25,2895000,3400000,1071.5172853761
Ymsenvägen 5,Årsta,18.06799,59.29866,55.5,2,0,2501,2017-05-25,2550000,3000000,1071.4075958934
Ernst Ahlgrens väg 8,Kungsholmen,18.00313791,59.33049524,41,2,2,2173,2017-05-25,2995000,3500000,1068.13508807432
Grev Magnigatan 4,Östermalm,18.08679098,59.33225793,139,4,0,4241,2017-05-25,14950000,16100000,1073.13014755136
Tomtebogatan 23A,Vasastan,18.03173557,59.34105499,51,2,4,1869,2017-05-25,4250000,5210000,1070.02221202451
Gamla Huddingevägen 441,Älvsjö,18.02363014,59.27407455,40,1.5,3,2387,2017-05-25,2050000,2560000,1068.33399657999
Pontonjärgatan 16,Kungsholmen,18.03450823,59.32896464,32,2,1,1814,2017-05-25,2695000,3250000,1069.96870107746
